,Compound,Date,Negative,Neutral,Positive,Source Account,Tweet Text,Tweets Ago
30,0.0,Mon Sep 24 18:56:15 +0000 2018,1.0,0.0,0.0,@CBS,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",31
31,-0.2263,Sun Sep 23 23:24:03 +0000 2018,0.913,0.087,0.0,@CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",32
32,0.0,Sun Sep 23 14:00:00 +0000 2018,1.0,0.0,0.0,@CBS,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,33
33,0.296,Fri Sep 21 19:18:00 +0000 2018,0.758,0.098,0.144,@CBS,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",34
34,-0.1531,Fri Sep 21 17:46:26 +0000 2018,0.672,0.187,0.142,@CBS,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,35
35,0.296,Thu Sep 20 23:17:19 +0000 2018,0.891,0.0,0.109,@CBS,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",36
36,0.6467,Thu Sep 20 21:38:21 +0000 2018,0.843,0.0,0.157,@CBS,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,37
37,0.0,Thu Sep 20 16:47:26 +0000 2018,1.0,0.0,0.0,@CBS,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,38
38,-0.0531,Wed Sep 19 19:07:37 +0000 2018,0.588,0.236,0.176,@CBS,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,39
39,0.6486,Tue Sep 18 17:04:20 +0000 2018,0.791,0.0,0.209,@CBS,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,40
40,0.9642,Mon Sep 17 22:01:52 +0000 2018,0.473,0.0,0.527,@CBS,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",41
41,0.0,Mon Sep 17 21:41:20 +0000 2018,1.0,0.0,0.0,@CBS,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,42
42,0.3612,Mon Sep 17 19:18:37 +0000 2018,0.737,0.0,0.263,@CBS,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,43
43,-0.2263,Sun Sep 16 23:48:59 +0000 2018,0.909,0.091,0.0,@CBS,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",44
44,0.0,Sun Sep 16 14:33:46 +0000 2018,1.0,0.0,0.0,@CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,45
45,-0.4322,Sat Sep 15 16:00:01 +0000 2018,0.771,0.159,0.07,@CBS,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",46
46,-0.2481,Fri Sep 14 18:22:59 +0000 2018,0.571,0.248,0.181,@CBS,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",47
47,0.0,Thu Sep 13 20:52:06 +0000 2018,1.0,0.0,0.0,@CBS,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,48
48,0.0,Thu Sep 13 20:28:06 +0000 2018,1.0,0.0,0.0,@CBS,This just in... https://t.co/QG3OYF6Rfv,49
49,0.4753,Thu Sep 13 18:06:49 +0000 2018,0.699,0.083,0.218,@CBS,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,50
50,0.0,Mon Sep 10 17:06:16 +0000 2018,1.0,0.0,0.0,@CBS,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",51
51,-0.2263,Sun Sep 09 23:36:09 +0000 2018,0.917,0.083,0.0,@CBS,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",52
52,0.6705,Sun Sep 09 14:00:00 +0000 2018,0.718,0.0,0.282,@CBS,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,53
53,0.4215,Sat Sep 08 16:20:43 +0000 2018,0.851,0.0,0.149,@CBS,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,54
54,0.0,Sat Sep 08 00:00:00 +0000 2018,1.0,0.0,0.0,@CBS,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,55
55,-0.5411,Fri Sep 07 23:15:09 +0000 2018,0.712,0.196,0.092,@CBS,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",56
56,0.0,Fri Sep 07 21:50:51 +0000 2018,1.0,0.0,0.0,@CBS,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,57
57,-0.296,Thu Sep 06 22:10:49 +0000 2018,0.879,0.121,0.0,@CBS,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,58
58,0.4753,Thu Sep 06 19:00:01 +0000 2018,0.808,0.0,0.192,@CBS,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,59
59,0.0,Wed Sep 05 21:00:00 +0000 2018,1.0,0.0,0.0,@CBS,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,60
60,0.3612,Wed Sep 05 17:32:40 +0000 2018,0.889,0.0,0.111,@CBS,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,61
61,0.6908,Wed Sep 05 16:48:09 +0000 2018,0.467,0.0,0.533,@CBS,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",62
62,0.4215,Tue Sep 04 20:34:26 +0000 2018,0.865,0.0,0.135,@CBS,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,63
63,0.6514,Sat Sep 01 15:25:34 +0000 2018,0.829,0.0,0.171,@CBS,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,64
64,0.0,Fri Aug 31 21:26:49 +0000 2018,1.0,0.0,0.0,@CBS,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",65
65,0.0,Fri Aug 31 18:01:01 +0000 2018,1.0,0.0,0.0,@CBS,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",66
66,-0.6908,Thu Aug 30 19:45:51 +0000 2018,0.761,0.239,0.0,@CBS,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",67
67,0.6239,Thu Aug 30 15:32:47 +0000 2018,0.83,0.0,0.17,@CBS,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,68
68,0.0,Mon Aug 27 23:36:57 +0000 2018,1.0,0.0,0.0,@CBS,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",69
69,-0.4389,Fri Aug 24 20:30:16 +0000 2018,0.879,0.121,0.0,@CBS,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,70
70,0.0,Wed Aug 22 20:55:25 +0000 2018,1.0,0.0,0.0,@CBS,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",71
71,0.0,Wed Aug 22 20:10:12 +0000 2018,1.0,0.0,0.0,@CBS,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",72
72,0.5423,Mon Aug 20 21:59:56 +0000 2018,0.829,0.0,0.171,@CBS,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,73
73,0.3182,Fri Aug 17 17:42:02 +0000 2018,0.887,0.0,0.113,@CBS,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",74
74,0.0,Thu Aug 16 18:40:09 +0000 2018,1.0,0.0,0.0,@CBS,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,75
75,-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.72,0.188,0.092,@CBS,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,76
76,0.0,Sun Aug 12 23:30:02 +0000 2018,1.0,0.0,0.0,@CBS,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,77
77,0.4389,Sun Aug 12 15:04:59 +0000 2018,0.874,0.0,0.126,@CBS,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,78
78,-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.897,0.103,0.0,@CBS,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,79
79,0.4926,Sat Aug 11 15:00:02 +0000 2018,0.856,0.0,0.144,@CBS,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,80
80,0.8957,Fri Aug 10 22:28:55 +0000 2018,0.581,0.0,0.419,@CBS,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",81
81,0.0,Fri Aug 10 19:59:14 +0000 2018,1.0,0.0,0.0,@CBS,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",82
82,0.6696,Thu Aug 09 21:00:00 +0000 2018,0.745,0.0,0.255,@CBS,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,83
83,0.7901,Thu Aug 09 18:47:00 +0000 2018,0.72,0.0,0.28,@CBS,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,84
84,0.6696,Wed Aug 08 16:05:11 +0000 2018,0.791,0.0,0.209,@CBS,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",85
85,0.0,Tue Aug 07 16:06:57 +0000 2018,1.0,0.0,0.0,@CBS,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,86
86,0.3612,Mon Aug 06 00:20:55 +0000 2018,0.889,0.0,0.111,@CBS,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",87
87,0.5411,Mon Aug 06 00:07:38 +0000 2018,0.683,0.098,0.219,@CBS,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,88
88,0.3818,Mon Aug 06 00:02:58 +0000 2018,0.894,0.0,0.106,@CBS,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,89
89,0.5093,Mon Aug 06 00:02:02 +0000 2018,0.845,0.0,0.155,@CBS,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,90
90,0.0,Sun Aug 05 23:58:41 +0000 2018,1.0,0.0,0.0,@CBS,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",91
91,0.8316,Sun Aug 05 23:44:39 +0000 2018,0.694,0.0,0.306,@CBS,"RT @MagnumPICBS: ""There are a lot of easter eggs from the original that fans from the original series will love, and they're peppered throu…",92
92,0.0,Sun Aug 05 23:41:21 +0000 2018,1.0,0.0,0.0,@CBS,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…",93
93,0.5994,Sun Aug 05 23:35:49 +0000 2018,0.843,0.0,0.157,@CBS,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…",94
94,0.0,Sun Aug 05 23:35:46 +0000 2018,1.0,0.0,0.0,@CBS,RT @MagnumPICBS: It's #MagnumPI time at the #CBS #TCA2018! Follow along as we live tweet the panel!,95
95,0.5826,Sun Aug 05 23:16:25 +0000 2018,0.827,0.0,0.173,@CBS,RT @happytogether: Thanks for following along! That concludes the #HappyTogether panel at the #CBS #TCA2018! @MagnumPICBS is up next!,96
96,-0.5093,Sun Aug 05 23:12:39 +0000 2018,0.798,0.202,0.0,@CBS,"RT @happytogether: Question: Even though you're not playing @Harry_Styles, did you do a Harry crash course?
@itsfelixwot: Absolutely not. C…",97
97,0.0,Sun Aug 05 23:10:20 +0000 2018,1.0,0.0,0.0,@CBS,"RT @happytogether: ""The show is about marriage, it's about getting a bit older, it's about youthfulness, it's about something happening and…",98
98,0.6041,Sun Aug 05 23:05:58 +0000 2018,0.775,0.0,0.225,@CBS,"RT @happytogether: ""It's always good to have a little bit of truth in whatever you're making.""- @wayansjr 

#HappyTogether #CBS #TCA2018",99
99,0.3802,Sun Aug 05 23:01:25 +0000 2018,0.853,0.0,0.147,@CBS,"RT @happytogether: ""I thought I was still young and cool until I met @itsfelixwot!"" -@AmberoniStevens #HappyTogether #CBS #TCA2018",100
0,-0.296,Tue Oct 02 20:41:02 +0000 2018,0.896,0.104,0.0,@CNN,The organization that oversees Georgia high school sports said that there is no evidence of negligence in the death… https://t.co/eGC4qVnTDU,1
1,0.7003,Tue Oct 02 20:34:42 +0000 2018,0.726,0.0,0.274,@CNN,Sen. Bernie Sanders praises Jeff Bezos after Amazon announced it is raising its minimum wage at both Amazon and Who… https://t.co/UmiEakLw26,2
2,-0.34,Tue Oct 02 20:31:07 +0000 2018,0.87,0.13,0.0,@CNN,An off-duty border patrol agent planned to shoot a rifle at a target containing a highly explosive substance reveal… https://t.co/93lZ8OLYsY,3
3,0.0,Tue Oct 02 20:23:29 +0000 2018,1.0,0.0,0.0,@CNN,"RT @CNNnewsroom: ""The performance, the behavior, was quite out of bounds,"" says @HillaryClinton, of Brett Kavanaugh's hearing, adding ""ther…",4
4,-0.5859,Tue Oct 02 20:21:06 +0000 2018,0.745,0.255,0.0,@CNN,"Roger Stone built a ""dirty trickster"" image. Now Robert Mueller might build a case on it https://t.co/wK9kAPZ9Tt https://t.co/GKiyqoSmgM",5
5,0.0,Tue Oct 02 20:11:05 +0000 2018,1.0,0.0,0.0,@CNN,"The New York Times said it should not have allowed a staff writer who had tweeted negatively about Brett Kavanaugh,… https://t.co/LscfaTCDoS",6
6,0.1779,Tue Oct 02 20:01:06 +0000 2018,0.837,0.067,0.096,@CNN,"There’s no way to know the fate of Brett Kavanaugh’s Supreme Court nomination, but here are four ways it could play… https://t.co/og7j03QBso",7
7,0.0,Tue Oct 02 20:00:44 +0000 2018,1.0,0.0,0.0,@CNN,"RT @CNNnewsroom: “The processes in place in the Senate were followed, the same way as they should be now,” says @SenatorRounds of compariso…",8
8,0.4215,Tue Oct 02 19:51:04 +0000 2018,0.887,0.0,0.113,@CNN,Tencent Music has filed plans to go public in the United States in what could be one the biggest IPOs by a Chinese… https://t.co/ydZ6GkewGn,9
9,-0.4767,Tue Oct 02 19:41:03 +0000 2018,0.853,0.147,0.0,@CNN,"A dean at the Catholic University of America has been suspended over tweets that ""called into question the validity… https://t.co/QsBUkmRwGg",10
10,0.0,Tue Oct 02 19:35:09 +0000 2018,1.0,0.0,0.0,@CNN,"RT @CNNnewsroom: “The FBI needs to do a full investigation determining his veracity,” says Sen. @BernieSanders of the FBI’s Kavanaugh probe…",11
11,0.5574,Tue Oct 02 19:34:49 +0000 2018,0.854,0.0,0.146,@CNN,RT @CNNPolitics: The fate of Brett Kavanaugh’s Supreme Court nomination is a complete toss-up right now. Watch The Point with CNN’s Chris C…,12
12,0.0772,Tue Oct 02 19:31:00 +0000 2018,0.936,0.0,0.064,@CNN,The Emerald Bay Maritime Heritage Trail just opened to scuba divers and snorkelers who want to see sunken historic… https://t.co/dmQgoV0YAl,13
13,-0.6249,Tue Oct 02 19:29:41 +0000 2018,0.758,0.242,0.0,@CNN,"Four men have been charged with inciting rioting and assaulting counterprotesters at last year's deadly ""Unite the… https://t.co/JshchPAyBY",14
14,0.1779,Tue Oct 02 19:21:07 +0000 2018,0.737,0.115,0.147,@CNN,"Sen. Bernie Sanders, who has previously criticized Amazon's treatment of its workers, praised CEO Jeff Bezos Tuesda… https://t.co/OQaWxDaspA",15
15,0.0,Tue Oct 02 19:14:18 +0000 2018,1.0,0.0,0.0,@CNN,President Trump is speaking at a convention for the National Electrical Contractors Association. Watch on Facebook:… https://t.co/HrQ4JXLc2S,16
16,-0.296,Tue Oct 02 19:10:46 +0000 2018,0.845,0.155,0.0,@CNN,Donald Trump's Stormy Daniels story just keeps collapsing | Analysis by @CillizzaCNN https://t.co/sGLK7MEB1T https://t.co/216tUqje2H,17
17,-0.7425,Tue Oct 02 19:05:16 +0000 2018,0.778,0.222,0.0,@CNN,"Trump: ""It is a very scary time for young men in America, where you can be guilty of something you may not be guilt… https://t.co/l2pxQXaJmr",18
18,0.5106,Tue Oct 02 18:52:18 +0000 2018,0.845,0.0,0.155,@CNN,"Sen. Graham on Brett Kavanaugh: ""If his nomination were to fall short, I would encourage President Trump to re-nomi… https://t.co/AyJv6IRgGn",19
19,0.6757,Tue Oct 02 18:41:14 +0000 2018,0.754,0.0,0.246,@CNN,Sen. Lindsey Graham said he believes Supreme Court nominee Brett Kavanaugh will be confirmed — but he encouraged Pr… https://t.co/mpnKdMNqRY,20
20,0.5106,Tue Oct 02 18:40:05 +0000 2018,0.87,0.0,0.13,@CNN,More than 100 people who survived the Las Vegas shooting one year ago gathered Monday night at the site of the Rout… https://t.co/4YlRHldgC7,21
21,0.0,Tue Oct 02 18:30:05 +0000 2018,0.765,0.117,0.117,@CNN,Texas Senate candidate Beto O'Rourke apologized Monday for once writing a critical review of a Broadway musical in… https://t.co/2zdNpePx4s,22
22,0.5574,Tue Oct 02 18:20:06 +0000 2018,0.841,0.0,0.159,@CNN,Supreme Court nominee Brett Kavanaugh will not be teaching at Harvard Law School in January 2019. The school inform… https://t.co/D0sUrwu6oa,23
23,-0.4215,Tue Oct 02 18:10:09 +0000 2018,0.843,0.157,0.0,@CNN,Police say two men broke into a UPS facility in Memphis and stole 400 guns https://t.co/2wHXR0vrFs https://t.co/18VuKDenZW,24
24,0.0,Tue Oct 02 18:00:22 +0000 2018,1.0,0.0,0.0,@CNN,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/41viLOx2Oe",25
25,0.0,Tue Oct 02 17:52:53 +0000 2018,1.0,0.0,0.0,@CNN,"“It’s part of our culture to examine ourselves, see if we're doing the right thing.” Jay Carney, Amazon’s senior vi… https://t.co/je8OCsldah",26
26,-0.128,Tue Oct 02 17:46:55 +0000 2018,0.919,0.081,0.0,@CNN,The third congressional district in West Virginia voted overwhelmingly for President Trump in the 2016 election. Bu… https://t.co/xXxo1cl255,27
27,-0.7425,Tue Oct 02 17:39:03 +0000 2018,0.761,0.239,0.0,@CNN,President Trump: “It’s a very scary time for young men in America when you can be guilty of something that you may… https://t.co/rjzYxQ9BPl,28
28,0.0,Tue Oct 02 17:31:14 +0000 2018,1.0,0.0,0.0,@CNN,Brazilian surfer Maya Gabeira just set a new Guinness World Record for the largest wave ever surfed by a woman… https://t.co/dYQqWT7FPg,29
29,0.0,Tue Oct 02 17:21:18 +0000 2018,1.0,0.0,0.0,@CNN,Lake Tahoe visitors can now explore the lake's underwater exhibits via the Emerald Bay Maritime Heritage Trail… https://t.co/bnJENbgQFF,30
30,0.0,Tue Oct 02 17:18:34 +0000 2018,1.0,0.0,0.0,@CNN,"These satellite images show how entire neighborhoods, and even a bridge, were wiped away in Friday's deadly earthqu… https://t.co/XlypMByEvL",31
31,-0.5859,Tue Oct 02 16:59:59 +0000 2018,0.758,0.242,0.0,@CNN,"Missouri has lost track of more than 1,200 sex offenders and other states have a similar problem… https://t.co/5FnjxevtZt",32
32,0.7102,Tue Oct 02 16:33:14 +0000 2018,0.717,0.0,0.283,@CNN,"President Trump inspires less trust around the world than many other international leaders, including autocrats lik… https://t.co/pEEJWtGCzd",33
33,0.5574,Tue Oct 02 16:21:06 +0000 2018,0.841,0.0,0.159,@CNN,"A piece of mail delivered to the Pentagon mail facility has initially tested positive for ricin, according to two U… https://t.co/vffm8qjXzq",34
34,0.4404,Tue Oct 02 16:15:15 +0000 2018,0.83,0.0,0.17,@CNN,"An off-duty border patrol agent wanted an explosive gender reveal party for his family and friends, but he ended up… https://t.co/ySghCNPg3b",35
35,0.5574,Tue Oct 02 16:00:02 +0000 2018,0.805,0.0,0.195,@CNN,"Amazon is raising its minimum wage to $15 an hour for all US employees, benefitting more than 250,000, plus 100,000… https://t.co/2tjXel32nf",36
36,0.0,Tue Oct 02 15:54:48 +0000 2018,1.0,0.0,0.0,@CNN,An official transcript distributed on Monday evening showed the President telling ABC reporter Cecelia Vega she was… https://t.co/DbE0WVqt8s,37
37,-0.4939,Tue Oct 02 15:51:27 +0000 2018,0.849,0.151,0.0,@CNN,The White House has officially corrected the record on an insulting remark President Trump made toward a female rep… https://t.co/ZOtlYHuPeX,38
38,0.0,Tue Oct 02 15:36:56 +0000 2018,1.0,0.0,0.0,@CNN,Here's why elephants have cracks in their skin https://t.co/8T4et3Pnnh https://t.co/3Eh0INfBV3,39
39,0.0,Tue Oct 02 15:21:19 +0000 2018,1.0,0.0,0.0,@CNN,Sen. Jeff Flake says his Kavanaugh vote depends on the FBI probe results https://t.co/lyYtYQD9rM https://t.co/ZMWFA0BiDx,40
40,-0.3597,Tue Oct 02 15:10:45 +0000 2018,0.857,0.143,0.0,@CNN,Health officials are 'very worried' as African swine fever spreads in Europe and Asia https://t.co/Q948Q06KRA https://t.co/uOrXBb0tMJ,41
41,0.0,Tue Oct 02 14:56:56 +0000 2018,1.0,0.0,0.0,@CNN,Mark Judge's lawyer says the FBI has completed its interview of him. He's a key witness to the alleged incident bet… https://t.co/u3KHNdfD01,42
42,-0.4939,Tue Oct 02 14:47:18 +0000 2018,0.873,0.127,0.0,@CNN,RT @CNNnewsroom: New satellite footage from above Indonesia shows the extent of the damage from the earthquake and tsunami that hit the nat…,43
43,-0.8481,Tue Oct 02 14:45:08 +0000 2018,0.675,0.325,0.0,@CNN,"Death toll rises to 1,234 following Friday's devastating earthquake and tsunami in the Indonesian city of Palu, acc… https://t.co/aTcY3YrRn9",44
44,0.7003,Tue Oct 02 14:30:28 +0000 2018,0.726,0.0,0.274,@CNN,Sen. Bernie Sanders praises Jeff Bezos after Amazon announced it is raising its minimum wage at both Amazon and Who… https://t.co/HDtbnJoobu,45
45,0.7269,Tue Oct 02 14:20:11 +0000 2018,0.717,0.0,0.283,@CNN,Amazon is increasing its minimum wage to $15 an hour for all US employees effective November 1. The increase applie… https://t.co/7wdZW3IAJU,46
46,0.4404,Tue Oct 02 14:16:39 +0000 2018,0.83,0.0,0.17,@CNN,"An off-duty border patrol agent wanted an explosive gender reveal party for his family and friends, but he ended up… https://t.co/13EbcuYzod",47
47,0.5859,Tue Oct 02 14:06:24 +0000 2018,0.703,0.0,0.297,@CNN,How Trump landed his biggest trade win yet https://t.co/KsCURtdxXU https://t.co/EVu6GvJXLO,48
48,-0.6249,Tue Oct 02 13:51:40 +0000 2018,0.779,0.221,0.0,@CNN,A Georgia high school football player who came out of a game Friday night with an injury and then lost consciousnes… https://t.co/QqVp8VPJmy,49
49,0.0,Tue Oct 02 13:40:06 +0000 2018,1.0,0.0,0.0,@CNN,14 midterm races that could change America | via @CNNopinion https://t.co/UCSk6My02W,50
50,0.0,Tue Oct 02 13:30:00 +0000 2018,1.0,0.0,0.0,@CNN,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/GxDna7LY1l",51
51,0.2023,Tue Oct 02 13:22:26 +0000 2018,0.909,0.0,0.091,@CNN,"Today's top business headlines with @ChristineRomans before the opening bell on Wall Street:

- Dow, S&amp;P 500 rise o… https://t.co/dRT2SI1tCJ",52
52,0.0,Tue Oct 02 13:10:07 +0000 2018,1.0,0.0,0.0,@CNN,"Opposite-sex couples in England and Wales will be able to have civil partnerships instead of getting married, endin… https://t.co/ZPt5r6SsWk",53
53,-0.6808,Tue Oct 02 13:00:07 +0000 2018,0.797,0.203,0.0,@CNN,"""I know the name of the boy who assaulted me. I have no reason to disrupt his life, even though mine has been upend… https://t.co/gAYDWTXIjH",54
54,0.5106,Tue Oct 02 12:53:28 +0000 2018,0.858,0.0,0.142,@CNN,"Two notable things about today's Nobel Prize in Physics:

• Donna Strickland is the first woman in 55 years to win,… https://t.co/lrXyzuGeGj",55
55,0.0258,Tue Oct 02 12:40:06 +0000 2018,0.942,0.0,0.058,@CNN,President Trump was personally involved in an effort to prevent adult film actress Stormy Daniels from publicly dis… https://t.co/DT9kNgwIKH,56
56,0.2023,Tue Oct 02 12:31:04 +0000 2018,0.899,0.0,0.101,@CNN,A hunter in Alaska was hospitalized after the bear he shot rolled on top of him https://t.co/fMDNQ7jCqc https://t.co/zn41lWEid4,57
57,0.5106,Tue Oct 02 12:30:06 +0000 2018,0.87,0.0,0.13,@CNN,More than 100 people who survived the Las Vegas shooting one year ago gathered Monday night at the site of the Rout… https://t.co/zRv0SrNVEB,58
58,0.0,Tue Oct 02 12:20:07 +0000 2018,0.765,0.117,0.117,@CNN,Texas Senate candidate Beto O'Rourke apologized Monday for once writing a critical review of a Broadway musical in… https://t.co/bCjQqeH6S1,59
59,0.0,Tue Oct 02 12:10:10 +0000 2018,1.0,0.0,0.0,@CNN,"These satellite images show how entire neighborhoods, and even a bridge, were wiped away in Friday's deadly earthqu… https://t.co/earveq5DV7",60
